time,seconds_elapsed,z,y,x
1772648621070438700,0.073438720703125,-0.06402567774057388,0.06538143008947372,-0.06107914447784424
1772648621080481500,0.0834814453125,-0.043331537395715714,0.06244542449712753,-0.012622170150279999
1772648621090525700,0.093525634765625,-0.02478688210248947,0.06991931796073914,0.04157928377389908
1772648621100568600,0.103568603515625,-0.01533573493361473,0.079330675303936,0.0796150416135788
1772648621110612700,0.11361279296875,-0.011544991284608841,0.07881402224302292,0.10636889189481735
1772648621120655600,0.123655517578125,-0.015581443905830383,0.0684714987874031,0.12098706513643265
1772648621130698500,0.133698486328125,-0.012710822746157646,0.04464978724718094,0.12617197632789612
1772648621140742700,0.14374267578125,-0.013528233394026756,0.040383148938417435,0.12578776478767395
1772648621150785500,0.15378564453125,-0.011691717430949211,0.05032233148813248,0.11758363246917725
1772648621160829400,0.163829345703125,-0.014136570505797863,0.049869466572999954,0.08890429139137268
1772648621170872600,0.17387255859375,-0.010739442892372608,0.03456694260239601,0.062098775058984756
1772648621180915700,0.183915771484375,-0.007241279352456331,0.015217337757349014,0.033107154071331024
1772648621190959400,0.19395947265625,-0.0029312195256352425,-0.015777863562107086,0.014613630250096321
1772648621201002500,0.20400244140625,0.0005345541285350919,-0.04195462912321091,0.0067968834191560745
1772648621211046400,0.21404638671875,-0.002372019924223423,-0.07155859470367432,0.0073505546897649765
1772648621221089500,0.224089599609375,0.004626336041837931,-0.09586141258478165,0.013136353343725204
1772648621231132400,0.23413232421875,0.013623027130961418,-0.10069584846496582,0.02069520391523838
1772648621241176600,0.244176513671875,0.016850043088197708,-0.09814424812793732,0.02683921903371811
1772648621251219500,0.254219482421875,0.025813443586230278,-0.0957343578338623,0.024216538295149803
1772648621261263600,0.264263671875,0.03799375891685486,-0.08284956961870193,0.020485183224081993
1772648621271306500,0.274306396484375,0.040861714631319046,-0.07305978983640671,0.013412360101938248
1772648621281349400,0.284349365234375,0.044986240565776825,-0.060475826263427734,-0.004208526574075222
1772648621291393500,0.2943935546875,0.054490529000759125,-0.03175416588783264,-0.028441429138183594
1772648621301436400,0.3044365234375,0.07132285833358765,-0.002258602064102888,-0.06341147422790527
1772648621311480600,0.31448046875,0.08849199116230011,0.01374806184321642,-0.09495235979557037
1772648621321523500,0.3245234375,0.09996522217988968,0.0039716195315122604,-0.131415456533432
1772648621331566600,0.334566650390625,0.0945824384689331,-0.008748969063162804,-0.15387815237045288
1772648621341610500,0.344610595703125,0.09813105314970016,-0.015833934769034386,-0.1728789508342743
1772648621351653600,0.354653564453125,0.09914358705282211,-0.02848794497549534,-0.1884230226278305
1772648621361697500,0.364697509765625,0.10026850551366806,-0.05726819485425949,-0.193206325173378
1772648621371740700,0.37474072265625,0.08717454224824905,-0.08284439146518707,-0.1937466859817505
1772648621381783600,0.384783447265625,0.06726031750440598,-0.09082213789224625,-0.19353240728378296
1772648621391827500,0.394827392578125,0.04503357410430908,-0.0971338301897049,-0.20322364568710327
1772648621401870600,0.40487060546875,0.035374343395233154,-0.1201946884393692,-0.2254342883825302
1772648621411914500,0.41491455078125,0.0393267422914505,-0.14059501886367798,-0.23459076881408691
1772648621421957400,0.424957275390625,0.05119065195322037,-0.14335007965564728,-0.2292049378156662
1772648621432000500,0.43500048828125,0.07479371130466461,-0.10031632333993912,-0.21359987556934357
1772648621442044400,0.44504443359375,0.10456999391317368,-0.047762431204319,-0.20463550090789795
1772648621452087300,0.45508740234375,0.12261797487735748,0.006809197831898928,-0.20882385969161987
1772648621462131500,0.46513134765625,0.1039327010512352,0.02010662667453289,-0.2129589468240738
1772648621472174300,0.47517431640625,0.11142337322235107,0.03288261219859123,-0.18263618648052216
1772648621482218500,0.485218505859375,0.025428012013435364,0.11004957556724548,-0.11509343236684799
1772648621492261400,0.495261474609375,-0.013780109584331512,0.10984796285629272,-0.03939015418291092
1772648621502304500,0.505304443359375,0.020126694813370705,0.07504364848136902,0.05584069341421127
1772648621512348400,0.515348388671875,0.05776195600628853,0.0852145329117775,0.13315492868423462
1772648621522391600,0.5253916015625,0.10289643704891205,0.0682176947593689,0.19894011318683624
1772648621532435500,0.535435546875,0.1246105208992958,0.13981251418590546,0.25778985023498535
1772648621542478600,0.545478515625,0.12756991386413574,0.3039194643497467,0.34531745314598083
1772648621552521500,0.555521484375,0.1525018960237503,0.4794960916042328,0.4210367202758789
1772648621562565600,0.565565673828125,0.19120925664901733,0.5496285557746887,0.4783211648464203
1772648621572608500,0.5756083984375,0.1653321236371994,0.5606572031974792,0.5174750089645386
1772648621582652700,0.585652587890625,0.1607215702533722,0.4212053120136261,0.5932222604751587
1772648621592695600,0.595695556640625,0.15743549168109894,0.30769020318984985,0.7215072512626648
1772648621602738700,0.60573876953125,0.1204996258020401,0.3292803168296814,0.880264937877655
1772648621612782600,0.615782470703125,0.05015275627374649,0.3852634131908417,1.0297670364379883
1772648621622825700,0.62582568359375,0.018904389813542366,0.17287886142730713,1.1455904245376587
1772648621632869400,0.635869384765625,0.04142274707555771,-0.1570305973291397,1.2529988288879395
1772648621642912500,0.64591259765625,0.09391915798187256,-0.3554355502128601,1.4004249572753906
1772648621652955000,0.655954833984375,0.12166210263967514,-0.08752927929162979,1.5297454595565796
1772648621662999000,0.6659990234375,0.10734166949987411,0.17931415140628815,1.5608173608779907
1772648621673042000,0.6760419921875,0.04780803993344307,0.2185307890176773,1.4448825120925903
1772648621683085800,0.6860859375,-0.07600454241037369,0.16272610425949097,1.2159526348114014
1772648621693128700,0.696128662109375,-0.2210024744272232,0.10733526945114136,0.9108748435974121
1772648621703171800,0.706171875,-0.3783639669418335,0.16031888127326965,0.5717029571533203
1772648621713215700,0.7162158203125,-0.5316003561019897,0.2633017301559448,0.19493360817432404
1772648621723258600,0.726258544921875,-0.5606570839881897,0.31101515889167786,-0.16178037226200104
1772648621733302800,0.736302734375,-0.5073435306549072,0.3024775981903076,-0.4533432424068451
1772648621743345700,0.746345703125,-0.36890465021133423,0.31801342964172363,-0.6272197961807251
1772648621753388800,0.756388916015625,-0.23760254681110382,0.29619601368904114,-0.6998242735862732
1772648621763432700,0.7664326171875,-0.10350197553634644,0.362748384475708,-0.6819392442703247
1772648621773475800,0.776475830078125,-0.023272652179002762,0.47298967838287354,-0.6172491908073425
1772648621783519700,0.786519775390625,-0.009304048493504524,0.5588268041610718,-0.5389649271965027
1772648621793563000,0.79656298828125,0.03291797265410423,0.6263867020606995,-0.42857152223587036
1772648621803605800,0.806605712890625,0.08730019629001617,0.6398367285728455,-0.3079512417316437
1772648621813650000,0.81664990234375,0.12043018639087677,0.573228120803833,-0.19276472926139832
1772648621823692800,0.82669287109375,0.06145506352186203,0.47303617000579834,-0.06395673006772995
1772648621833737000,0.836737060546875,-0.09265461564064026,0.14908044040203094,0.0553121417760849
1772648621843779800,0.84677978515625,-0.26331835985183716,-0.23362962901592255,0.14236897230148315
1772648621853823000,0.856822998046875,-0.3268701732158661,-0.4482481777667999,0.19773156940937042
1772648621863867000,0.866866943359375,-0.3326425552368164,-0.5296999216079712,0.21912053227424622
1772648621873910000,0.876909912109375,-0.3563169836997986,-0.4891703426837921,0.22125399112701416
1772648621883954000,0.886953857421875,-0.42924854159355164,-0.4173996150493622,0.19769833981990814
1772648621893997000,0.8969970703125,-0.5115039944648743,-0.43294528126716614,0.11621465533971786
1772648621904040700,0.907040771484375,-0.5641657710075378,-0.48821425437927246,-0.018980324268341064
1772648621914083800,0.917083740234375,-0.5873933434486389,-0.553930938243866,-0.1600290685892105
1772648621924127000,0.927126953125,-0.5950895547866821,-0.7041860222816467,-0.33455517888069153
1772648621934171000,0.9371708984375,-0.5811977386474609,-0.8937556743621826,-0.5197444558143616
1772648621944213800,0.9472138671875,-0.5350310802459717,-1.0488529205322266,-0.6794299483299255
1772648621954258000,0.9572578125,-0.4732186496257782,-1.1159862279891968,-0.762406587600708
1772648621964300800,0.96730078125,-0.4254593551158905,-1.0613852739334106,-0.7468188405036926
1772648621974343700,0.97734375,-0.40734612941741943,-0.901930034160614,-0.6520771384239197
1772648621984387800,0.987387939453125,-0.4342290759086609,-0.6685979962348938,-0.5242721438407898
1772648621994430700,0.9974306640625,-0.47283825278282166,-0.44134965538978577,-0.38185667991638184
1772648622004475000,1.007474853515625,-0.4873464107513428,-0.29049980640411377,-0.26673251390457153
1772648622014517800,1.017517822265625,-0.463870108127594,-0.1799192577600479,-0.18346665799617767
1772648622024561000,1.027560791015625,-0.41381436586380005,-0.13085438311100006,-0.13009881973266602
1772648622034604800,1.037604736328125,-0.3470239043235779,-0.13305281102657318,-0.08982622623443604
1772648622044648000,1.04764794921875,-0.2813667953014374,-0.1553734540939331,-0.047691330313682556
1772648622054691800,1.05769189453125,-0.22782766819000244,-0.17623426020145416,0.0015324086416512728
1772648622064735000,1.06773486328125,-0.1946420818567276,-0.17538443207740784,0.05940810218453407
1772648622074777900,1.07777783203125,-0.1739133596420288,-0.1670657843351364,0.11804851144552231
1772648622084822000,1.087822021484375,-0.17498144507408142,-0.17039236426353455,0.1638479381799698
1772648622094865000,1.097864990234375,-0.1922922432422638,-0.18412068486213684,0.17800450325012207
1772648622104909000,1.107908935546875,-0.23406468331813812,-0.20048990845680237,0.17100724577903748
1772648622114952000,1.117951904296875,-0.2852727472782135,-0.22680912911891937,0.12857963144779205
1772648622124994800,1.127994873046875,-0.3417862057685852,-0.2842809855937958,0.049602627754211426
1772648622135039000,1.1380390625,-0.3823655843734741,-0.3782101273536682,-0.05068642273545265
1772648622145081900,1.148081787109375,-0.39911484718322754,-0.48605844378471375,-0.14409585297107697
1772648622155125800,1.158125732421875,-0.38820573687553406,-0.5602397322654724,-0.20156313478946686
1772648622165168600,1.168168701171875,-0.380952388048172,-0.571519672870636,-0.2238960713148117
1772648622175212000,1.1782119140625,-0.3721884489059448,-0.5430262088775635,-0.21254754066467285
1772648622185255700,1.188255615234375,-0.36948129534721375,-0.4769511818885803,-0.19251394271850586
1772648622195298800,1.198298828125,-0.3620774447917938,-0.3869669735431671,-0.17092369496822357
1772648622205342700,1.2083427734375,-0.34791556000709534,-0.29189106822013855,-0.1614268571138382
1772648622215385900,1.2183857421875,-0.3261878788471222,-0.21018822491168976,-0.16554170846939087
1772648622225428700,1.2284287109375,-0.29127833247184753,-0.12663713097572327,-0.16879816353321075
1772648622235473000,1.238472900390625,-0.2548244595527649,-0.05842665582895279,-0.17413301765918732
1772648622245515800,1.248515869140625,-0.2187117040157318,0.006648083683103323,-0.17580291628837585
